open_time,open,high,low,close,volume,close_time,amount,trade_count,open_time_unix_ms,close_time_unix_ms,btc_close_price,strike_price_K,time_to_maturity_t2m,current_time_t,contract_duration_T
2025-09-13 21:00:00,21350,21350,21350,21350,0,2025-09-13 23:00:00,0,0,1757772000000,1757779200000,115768.68000000,90000,0.03470320,0.21461187,0.24931507
2025-09-13 23:00:00,21350,21350,21350,21350,0,2025-09-14 01:00:00,0,0,1757779200000,1757786400000,115571.78000000,90000,0.03447489,0.21484018,0.24931507
2025-09-14 01:00:00,21350,21350,21350,21350,0,2025-09-14 03:00:00,0,0,1757786400000,1757793600000,115797.12000000,90000,0.03424658,0.21506849,0.24931507
2025-09-14 03:00:00,21350,21350,21350,21350,0,2025-09-14 05:00:00,0,0,1757793600000,1757800800000,115895.39000000,90000,0.03401826,0.21529680,0.24931507
2025-09-14 05:00:00,21350,21350,21350,21350,0,2025-09-14 07:00:00,0,0,1757800800000,1757808000000,115918.29000000,90000,0.03378995,0.21552511,0.24931507
2025-09-14 07:00:00,21350,21350,21350,21350,0,2025-09-14 09:00:00,0,0,1757808000000,1757815200000,115962.93000000,90000,0.03356164,0.21575342,0.24931507
2025-09-14 09:00:00,21350,21350,21350,21350,0,2025-09-14 11:00:00,0,0,1757815200000,1757822400000,115679.98000000,90000,0.03333333,0.21598174,0.24931507
2025-09-14 11:00:00,21350,21350,21350,21350,0,2025-09-14 13:00:00,0,0,1757822400000,1757829600000,115860.01000000,90000,0.03310502,0.21621005,0.24931507
2025-09-14 13:00:00,21350,21350,21350,21350,0,2025-09-14 15:00:00,0,0,1757829600000,1757836800000,115805.39000000,90000,0.03287671,0.21643836,0.24931507
2025-09-14 15:00:00,21350,21350,21350,21350,0,2025-09-14 17:00:00,0,0,1757836800000,1757844000000,116052.09000000,90000,0.03264840,0.21666667,0.24931507
2025-09-14 17:00:00,21350,21350,21350,21350,0,2025-09-14 19:00:00,0,0,1757844000000,1757851200000,115794.91000000,90000,0.03242009,0.21689498,0.24931507
2025-09-14 19:00:00,21350,21350,21350,21350,0,2025-09-14 21:00:00,0,0,1757851200000,1757858400000,115348.10000000,90000,0.03219178,0.21712329,0.24931507
2025-09-14 21:00:00,21350,21350,21350,21350,0,2025-09-14 23:00:00,0,0,1757858400000,1757865600000,115224.01000000,90000,0.03196347,0.21735160,0.24931507
2025-09-14 23:00:00,21350,21350,21350,21350,0,2025-09-15 01:00:00,0,0,1757865600000,1757872800000,115557.65000000,90000,0.03173516,0.21757991,0.24931507
2025-09-15 01:00:00,21350,21350,21350,21350,0,2025-09-15 03:00:00,0,0,1757872800000,1757880000000,115634.99000000,90000,0.03150685,0.21780822,0.24931507
2025-09-15 03:00:00,21350,21350,21350,21350,0,2025-09-15 05:00:00,0,0,1757880000000,1757887200000,116058.88000000,90000,0.03127854,0.21803653,0.24931507
2025-09-15 05:00:00,21350,21350,21350,21350,0,2025-09-15 07:00:00,0,0,1757887200000,1757894400000,115268.01000000,90000,0.03105023,0.21826484,0.24931507
2025-09-15 07:00:00,21350,21350,21350,21350,0,2025-09-15 09:00:00,0,0,1757894400000,1757901600000,115231.69000000,90000,0.03082192,0.21849315,0.24931507
2025-09-15 09:00:00,21350,21350,21350,21350,0,2025-09-15 11:00:00,0,0,1757901600000,1757908800000,115445.45000000,90000,0.03059361,0.21872146,0.24931507
2025-09-15 11:00:00,21350,21350,21350,21350,0,2025-09-15 13:00:00,0,0,1757908800000,1757916000000,116520.00000000,90000,0.03036530,0.21894977,0.24931507
2025-09-15 13:00:00,21350,21350,21350,21350,0,2025-09-15 15:00:00,0,0,1757916000000,1757923200000,115806.62000000,90000,0.03013699,0.21917808,0.24931507
2025-09-15 15:00:00,21350,21350,21350,21350,0,2025-09-15 17:00:00,0,0,1757923200000,1757930400000,114868.59000000,90000,0.02990868,0.21940639,0.24931507
2025-09-15 17:00:00,21350,21350,21350,21350,0,2025-09-15 19:00:00,0,0,1757930400000,1757937600000,115070.00000000,90000,0.02968037,0.21963470,0.24931507
2025-09-15 19:00:00,21350,21350,21350,21350,0,2025-09-15 21:00:00,0,0,1757937600000,1757944800000,114664.08000000,90000,0.02945205,0.21986301,0.24931507
