open_time,open,high,low,close,volume,close_time,amount,trade_count,open_time_unix_ms,close_time_unix_ms,btc_close_price,strike_price_K,time_to_maturity_t2m,current_time_t,contract_duration_T
2025-10-27 11:00:00,1975,1995,1975,1995,0.07,2025-10-27 12:00:00,139.05,2,1761537600000,1761541200000,115256.44000000,115000,0.01130137,0.08458904,0.09589041
2025-10-27 12:00:00,2125,2200,2125,2195,2.54,2025-10-27 13:00:00,5539.75,3,1761541200000,1761544800000,115556.57000000,115000,0.01118721,0.08470320,0.09589041
2025-10-27 13:00:00,2150,2500,2150,2500,0.1,2025-10-27 14:00:00,239.5,5,1761544800000,1761548400000,116053.49000000,115000,0.01107306,0.08481735,0.09589041
2025-10-27 14:00:00,2500,2505,2225,2305,4.15,2025-10-27 15:00:00,9590,6,1761548400000,1761552000000,115554.60000000,115000,0.01095890,0.08493151,0.09589041
2025-10-27 15:00:00,2290,2290,1925,1925,0.12,2025-10-27 16:00:00,247.75,3,1761552000000,1761555600000,115014.88000000,115000,0.01084475,0.08504566,0.09589041
2025-10-27 16:00:00,1885,2020,1880,2020,2.16,2025-10-27 17:00:00,4089.1,5,1761555600000,1761559200000,115254.01000000,115000,0.01073059,0.08515982,0.09589041
2025-10-27 17:00:00,2180,2180,2180,2180,1.81,2025-10-27 18:00:00,3945.8,2,1761559200000,1761562800000,115447.94000000,115000,0.01061644,0.08527397,0.09589041
2025-10-27 18:00:00,2180,2180,2180,2180,0,2025-10-27 19:00:00,0,0,1761562800000,1761566400000,115362.02000000,115000,0.01050228,0.08538813,0.09589041
2025-10-27 19:00:00,2015,2015,2015,2015,0.04,2025-10-27 20:00:00,80.6,1,1761566400000,1761570000000,115065.67000000,115000,0.01038813,0.08550228,0.09589041
2025-10-27 20:00:00,1895,1895,1840,1895,1.81,2025-10-27 21:00:00,3427.75,3,1761570000000,1761573600000,115264.28000000,115000,0.01027397,0.08561644,0.09589041
2025-10-27 21:00:00,1940,1940,1685,1730,0.33,2025-10-27 22:00:00,586.7,7,1761573600000,1761577200000,114810.05000000,115000,0.01015982,0.08573059,0.09589041
2025-10-27 22:00:00,1840,1845,1760,1760,42.32,2025-10-27 23:00:00,75619.4,17,1761577200000,1761580800000,114969.68000000,115000,0.01004566,0.08584475,0.09589041
2025-10-27 23:00:00,1750,2050,1750,2050,0.71,2025-10-28 00:00:00,1437.5,2,1761580800000,1761584400000,115497.57000000,115000,0.00993151,0.08595890,0.09589041
2025-10-28 00:00:00,1990,1990,1990,1990,0.01,2025-10-28 01:00:00,19.9,1,1761584400000,1761588000000,115706.06000000,115000,0.00981735,0.08607306,0.09589041
2025-10-28 01:00:00,1990,1990,1990,1990,0,2025-10-28 02:00:00,0,0,1761588000000,1761591600000,115342.19000000,115000,0.00970320,0.08618721,0.09589041
2025-10-28 02:00:00,1660,1660,1660,1660,0.03,2025-10-28 03:00:00,49.8,1,1761591600000,1761595200000,114942.64000000,115000,0.00958904,0.08630137,0.09589041
2025-10-28 03:00:00,1525,1525,1525,1525,0.03,2025-10-28 04:00:00,45.75,1,1761595200000,1761598800000,114455.17000000,115000,0.00947489,0.08641553,0.09589041
2025-10-28 04:00:00,1465,1465,1465,1465,0.12,2025-10-28 05:00:00,175.8,1,1761598800000,1761602400000,114302.70000000,115000,0.00936073,0.08652968,0.09589041
2025-10-28 05:00:00,1385,1385,1285,1285,16.82,2025-10-28 06:00:00,22228.1,6,1761602400000,1761606000000,114112.51000000,115000,0.00924658,0.08664384,0.09589041
2025-10-28 06:00:00,1285,1285,1285,1285,0.07,2025-10-28 07:00:00,89.95,1,1761606000000,1761609600000,114107.65000000,115000,0.00913242,0.08675799,0.09589041
2025-10-28 07:00:00,1290,1315,1290,1310,4.98,2025-10-28 08:00:00,6498.65,3,1761609600000,1761613200000,113961.67000000,115000,0.00901826,0.08687215,0.09589041
